Rank, Fitness, kfsr, krsr, kfmm, krmm, kfmx, krmx, kfc, krc, kfxx, krxx, eMLoop, eDF, kfdd, stimUpSR, S0, R0, X0, kfcm, krcm, eCA, kclus, eDLoop
103, -2.5572, 3.9666, 0.035802, 0.052633, 173.82, 2.2737, 150.22, 5.2567, 2.8753, 1.5942, 0.14473, 0.38135, 0.32335, 0.017742, 7.3185, 1.5305, 37.844, 0.087074, 0.069107,1e-26,3.5139, 0.14683, 1e-26
104, -2.5572, 3.9666, 0.035802, 0.054706, 173.82, 2.2987, 150.22, 5.2567, 2.8753, 1.5942, 0.14473, 0.38135, 0.32335, 0.019454, 7.3185, 1.5305, 37.844, 0.087074, 0.099989,1e-26,3.5139, 0.14683, 1e-26
105, -2.5577, 3.9666, 0.035802, 0.052633, 173.82, 2.2737, 150.22, 5.2567, 2.8753, 1.5942, 0.14473, 0.38135, 0.32335, 0.019454, 7.3185, 0.81804, 37.844, 0.087074, 0.069107,1e-26,3.1794, 0.14683, 1e-26
106, -2.5578, 5.6604, 0.035802, 0.049247, 173.82, 2.2737, 150.22, 5.2567, 2.8753, 1.5942, 0.14473, 0.38135, 0.32335, 0.019454, 7.3185, 1.5305, 37.844, 0.087074, 0.069107,1e-26,3.5139, 0.14683, 1e-26
107, -2.5579, 3.9666, 0.035802, 0.052633, 195.13, 2.2737, 150.22, 5.2567, 2.8753, 1.5942, 0.14473, 0.38135, 0.32335, 0.019454, 7.5299, 1.5305, 37.844, 0.087074, 0.069107,1e-26,3.5139, 0.14683, 1e-26
108, -2.5580, 3.9666, 0.035802, 0.052633, 173.82, 2.2737, 150.22, 5.2567, 2.8753, 1.5942, 0.14473, 0.38135, 0.42655, 0.019454, 7.3185, 0.93748, 37.844, 0.087074, 0.060975,1e-26,3.5139, 0.14683, 1e-26
109, -2.5582, 3.3416, 0.035802, 0.033567, 164.51, 2.2737, 150.22, 5.2567, 2.8753, 1.5942, 0.14473, 0.38135, 0.32335, 0.024153, 7.3185, 1.5305, 37.844, 0.087074, 0.069107,1e-26,3.5139, 0.14683, 1e-26
110, -2.5583, 5.6803, 0.035802, 0.052633, 173.82, 2.2737, 150.22, 5.2567, 2.8753, 1.5942, 0.14473, 0.38135, 0.48373, 0.019454, 7.3185, 1.2481, 37.844, 0.087074, 0.069107,1e-26,3.5139, 0.14683, 1e-26
111, -2.5583, 3.9666, 0.035802, 0.047617, 173.82, 2.2737, 150.22, 5.2567, 2.8753, 1.5942, 0.14473, 0.38135, 0.32335, 0.018626, 7.3185, 1.5305, 37.844, 0.087074, 0.053404,1e-26,4.631, 0.18117, 1e-26
112, -2.5583, 3.9666, 0.035802, 0.052633, 173.82, 2.2737, 150.22, 5.2567, 3.3013, 1.5942, 0.14473, 0.38135, 0.32335, 0.023299, 7.3185, 1.5305, 37.844, 0.087074, 0.069107,1e-26,2.9719, 0.17677, 1e-26
113, -2.5584, 3.9666, 0.035802, 0.052633, 253.1, 2.2737, 150.22, 5.2567, 2.8753, 1.5942, 0.14473, 0.30978, 0.32335, 0.019454, 7.3185, 1.1094, 37.844, 0.087074, 0.069107,1e-26,3.5139, 0.14683, 1e-26
114, -2.5585, 3.9666, 0.035802, 0.058637, 173.82, 2.2737, 150.22, 5.2567, 4.1463, 1.5942, 0.14473, 0.38135, 0.22983, 0.019454, 7.3185, 1.5305, 46.134, 0.087074, 0.069107,1e-26,1.8431, 0.14683, 1e-26
115, -2.5585, 5.7868, 0.035802, 0.052633, 245.99, 2.1098, 150.22, 5.2567, 2.8753, 1.5942, 0.14473, 0.38135, 0.32335, 0.019454, 7.3185, 1.5305, 37.844, 0.087074, 0.065718,1e-26,3.5139, 0.14683, 1e-26
116, -2.5585, 3.9666, 0.044481, 0.052633, 173.82, 2.2737, 225.03, 7.1353, 2.8753, 1.5942, 0.14473, 0.38135, 0.32335, 0.019454, 7.3185, 2.0937, 37.844, 0.087074, 0.096046,1e-26,3.5139, 0.14683, 1e-26
117, -2.5586, 3.9666, 0.035802, 0.052633, 173.82, 2.2737, 150.22, 5.2567, 2.8753, 1.5296, 0.14473, 0.38135, 0.32335, 0.012564, 7.3185, 1.5305, 37.844, 0.087074, 0.069107,1e-26,3.5139, 0.07922, 1e-26
118, -2.5587, 3.9666, 0.035802, 0.052633, 205.54, 2.2737, 150.22, 5.2567, 2.8753, 1.5942, 0.14473, 0.38135, 0.32335, 0.019454, 7.3185, 1.5389, 37.844, 0.087074, 0.069107,1e-26,4.3708, 0.14683, 1e-26
119, -2.5591, 3.9666, 0.045592, 0.052633, 237.75, 2.2737, 150.22, 5.2567, 2.8753, 1.5942, 0.14473, 0.38135, 0.32335, 0.021108, 7.3185, 1.5305, 37.844, 0.087074, 0.069107,1e-26,3.5139, 0.14683, 1e-26
120, -2.5592, 3.9666, 0.035802, 0.052633, 173.82, 2.2737, 150.22, 5.2537, 3.2349, 1.5942, 0.14473, 0.38135, 0.17024, 0.019454, 7.3185, 1.5305, 37.533, 0.087074, 0.069107,1e-26,3.5139, 0.14683, 1e-26
121, -2.5597, 4.7274, 0.024816, 0.052633, 173.82, 2.2737, 150.22, 5.2567, 2.8753, 1.5942, 0.14473, 0.39086, 0.32335, 0.019454, 7.3185, 1.5305, 37.844, 0.087074, 0.069107,1e-26,3.5139, 0.14683, 1e-26
122, -2.5597, 3.9666, 0.035802, 0.052633, 173.82, 1.9375, 150.22, 5.4857, 2.8753, 1.5942, 0.14473, 0.38135, 0.32335, 0.019454, 7.3185, 1.7793, 37.844, 0.087074, 0.069107,1e-26,3.5139, 0.14683, 1e-26
123, -2.5603, 3.9666, 0.035802, 0.061936, 145.2, 2.2737, 150.22, 5.2567, 2.8753, 2.0635, 0.14473, 0.38135, 0.19736, 0.019454, 7.3185, 1.5305, 37.844, 0.079635, 0.069107,1e-26,3.5139, 0.14683, 1e-26
124, -2.5604, 3.9666, 0.035802, 0.052633, 226.37, 2.2737, 150.22, 5.2567, 2.8753, 1.5942, 0.14473, 0.38135, 0.32335, 0.019454, 7.3185, 1.5305, 37.844, 0.087074, 0.065629,1e-26,3.5139, 0.14683, 1e-26
125, -2.5608, 3.4701, 0.035802, 0.033136, 173.82, 2.2737, 150.22, 5.2567, 2.8753, 1.5942, 0.15195, 0.38135, 0.32335, 0.019454, 7.3185, 0.78569, 37.844, 0.087074, 0.069107,1e-26,3.5139, 0.11778, 1e-26
126, -2.5610, 3.9666, 0.035802, 0.052633, 231.62, 2.2737, 150.22, 5.2567, 2.8753, 1.5942, 0.14473, 0.38135, 0.32335, 0.019454, 7.3185, 1.4689, 37.844, 0.087074, 0.063013,1e-26,3.5139, 0.14683, 1e-26
127, -2.5611, 3.2958, 0.028831, 0.052633, 215.58, 2.2737, 150.22, 5.2567, 2.8753, 1.5942, 0.14473, 0.38135, 0.32335, 0.019454, 6.8169, 1.0485, 37.844, 0.087074, 0.069107,1e-26,5.2226, 0.14683, 1e-26
128, -2.5613, 3.9666, 0.035802, 0.046517, 173.82, 2.2737, 150.22, 5.2567, 2.8753, 1.5942, 0.14473, 0.38135, 0.32335, 0.016545, 8.3797, 1.3085, 37.844, 0.087074, 0.069107,1e-26,3.3609, 0.14683, 1e-26
129, -2.5614, 2.3627, 0.035802, 0.052633, 140.39, 3.6308, 87.346, 5.2567, 2.8753, 1.6395, 0.14473, 0.52812, 0.32335, 0.019454, 7.3185, 1.5305, 24.537, 0.087074, 0.093781,1e-26,3.5139, 0.14683, 1e-26
130, -2.5615, 3.9666, 0.035802, 0.052633, 173.82, 2.4261, 150.22, 5.2567, 2.8753, 1.5467, 0.14473, 0.38135, 0.20904, 0.020367, 7.3185, 1.5305, 37.844, 0.087074, 0.069107,1e-26,4.782, 0.14683, 1e-26
131, -2.5616, 3.9666, 0.035802, 0.052633, 173.82, 2.2737, 150.22, 5.2567, 2.8753, 1.5942, 0.14473, 0.40863, 0.32335, 0.024409, 7.3185, 1.5305, 37.844, 0.087074, 0.069107,1e-26,3.5139, 0.14683, 1e-26
132, -2.5617, 3.9666, 0.039083, 0.053409, 173.82, 2.2737, 150.22, 5.2567, 2.8753, 1.5791, 0.14473, 0.38135, 0.32335, 0.010494, 7.3185, 1.5305, 37.844, 0.087074, 0.069107,1e-26,3.5139, 0.14683, 1e-26
133, -2.5618, 3.9666, 0.035802, 0.052633, 173.82, 1.9541, 150.22, 5.2567, 2.8753, 1.6295, 0.14473, 0.38135, 0.32335, 0.019454, 7.3185, 1.5305, 37.844, 0.087074, 0.069107,1e-26,3.5139, 0.14683, 1e-26
134, -2.5618, 3.1459, 0.035802, 0.052633, 173.82, 2.2737, 150.22, 5.2567, 2.8753, 1.6302, 0.14473, 0.38775, 0.44971, 0.019454, 7.3185, 1.5305, 37.844, 0.087074, 0.069107,1e-26,3.5139, 0.18936, 1e-26
135, -2.5620, 3.9666, 0.035802, 0.052633, 173.82, 2.2737, 170.65, 6.0468, 2.8753, 1.5942, 0.14473, 0.37561, 0.20479, 0.024056, 7.3185, 0.87946, 37.844, 0.087074, 0.069107,1e-26,3.5139, 0.14683, 1e-26
136, -2.5624, 3.9666, 0.033775, 0.052633, 192.52, 2.2737, 120.19, 4.4537, 2.8753, 1.5942, 0.14473, 0.38135, 0.32335, 0.019454, 7.3185, 1.5305, 37.844, 0.087074, 0.069107,1e-26,3.5139, 0.14683, 1e-26
137, -2.5625, 4.07, 0.035802, 0.043282, 211.23, 2.2737, 150.22, 5.2567, 2.8753, 1.5942, 0.14473, 0.38135, 0.32335, 0.019454, 7.3185, 1.5305, 37.844, 0.087074, 0.069107,1e-26,3.5139, 0.14683, 1e-26
138, -2.5627, 3.9666, 0.035802, 0.052633, 173.82, 2.2737, 150.22, 5.2567, 3.3253, 1.5942, 0.14473, 0.38135, 0.32335, 0.019454, 7.3185, 1.5305, 37.844, 0.087074, 0.069107,1e-26,3.5139, 0.14683, 1e-26
139, -2.5627, 3.9666, 0.039292, 0.045898, 151.89, 1.835, 150.22, 5.2567, 2.8753, 1.84, 0.14473, 0.38135, 0.32335, 0.019454, 6.112, 1.5305, 37.844, 0.087074, 0.069107,1e-26,3.5139, 0.14683, 1e-26
140, -2.5627, 3.9666, 0.035802, 0.052633, 206.56, 2.2737, 150.22, 5.2567, 2.8753, 1.5942, 0.14473, 0.40102, 0.32335, 0.022172, 5.8408, 1.5305, 37.844, 0.087074, 0.069107,1e-26,3.5139, 0.14683, 1e-26
141, -2.5627, 3.9666, 0.035802, 0.052633, 190.4, 2.2737, 150.22, 5.2567, 2.8753, 1.5942, 0.14473, 0.40574, 0.32335, 0.019454, 7.0939, 2.0677, 37.844, 0.086915, 0.069107,1e-26,3.5139, 0.14683, 1e-26
142, -2.5631, 3.9666, 0.035802, 0.052633, 173.82, 2.2737, 154.08, 5.5755, 2.8753, 1.5942, 0.14473, 0.38135, 0.32335, 0.019454, 7.3185, 2.2316, 37.844, 0.087074, 0.069107,1e-26,3.5139, 0.14683, 1e-26
143, -2.5632, 2.3557, 0.018643, 0.052633, 173.82, 2.2737, 150.22, 5.2567, 2.8753, 1.5942, 0.14473, 0.40442, 0.29551, 0.019454, 9.317, 1.5305, 37.844, 0.087074, 0.088059,1e-26,2.9093, 0.14683, 1e-26
144, -2.5633, 3.9666, 0.035802, 0.052633, 173.82, 2.2737, 150.22, 5.2567, 2.8753, 1.5942, 0.14473, 0.38135, 0.32335, 0.019454, 7.3185, 1.5305, 38.388, 0.087074, 0.069107,1e-26,3.5139, 0.14683, 1e-26
145, -2.5634, 3.9666, 0.035802, 0.052633, 173.82, 2.2737, 150.22, 5.2567, 2.8753, 1.5942, 0.14473, 0.38135, 0.31868, 0.011535, 7.3185, 1.2451, 37.844, 0.087074, 0.069107,1e-26,3.5139, 0.17753, 1e-26
146, -2.5635, 3.9666, 0.035802, 0.052633, 173.82, 2.2737, 150.22, 5.4073, 2.8753, 1.5942, 0.14473, 0.38135, 0.32335, 0.019454, 7.3185, 1.5305, 37.844, 0.087074, 0.069107,1e-26,2.1751, 0.14683, 1e-26
147, -2.5635, 3.9666, 0.036143, 0.052633, 173.82, 2.2737, 150.22, 5.2567, 2.8753, 1.5942, 0.13753, 0.38135, 0.32335, 0.019454, 7.3185, 1.5305, 37.844, 0.087074, 0.069107,1e-26,3.5139, 0.14683, 1e-26
148, -2.5636, 3.9666, 0.035802, 0.052633, 173.82, 2.2737, 150.22, 5.2567, 2.8753, 1.4434, 0.14473, 0.38135, 0.32335, 0.019454, 3.834, 1.5305, 37.844, 0.087074, 0.052153,1e-26,3.5139, 0.10795, 1e-26
149, -2.5638, 3.9666, 0.035802, 0.052633, 173.82, 2.2737, 150.22, 4.5714, 2.8753, 1.5942, 0.14473, 0.38135, 0.39928, 0.017181, 7.3185, 1.1398, 37.844, 0.087074, 0.069107,1e-26,5.1618, 0.21231, 1e-26
150, -2.5638, 3.9666, 0.035802, 0.052633, 173.82, 1.9165, 150.22, 5.2567, 2.8753, 1.5942, 0.14473, 0.38135, 0.37066, 0.019454, 9.3356, 1.5305, 37.844, 0.090908, 0.082883,1e-26,4.5363, 0.14683, 1e-26
151, -2.5639, 3.9666, 0.035802, 0.061479, 173.82, 2.2737, 150.22, 5.2567, 2.8753, 1.8222, 0.14937, 0.38135, 0.32335, 0.019454, 7.3185, 1.5305, 37.844, 0.084614, 0.069107,1e-26,3.5139, 0.14683, 1e-26
152, -2.5640, 3.9666, 0.035802, 0.052633, 173.82, 2.2737, 173.81, 5.2567, 2.8753, 1.5942, 0.14473, 0.38135, 0.32335, 0.019454, 7.3185, 1.5305, 37.844, 0.087074, 0.069107,1e-26,1.8661, 0.14683, 1e-26
153, -2.5641, 3.9666, 0.035802, 0.052633, 173.82, 2.2737, 150.22, 5.2567, 2.8753, 1.5942, 0.14473, 0.38135, 0.32335, 0.01, 7.3185, 1.5305, 37.844, 0.087074, 0.061977,1e-26,3.5139, 0.14683, 1e-26
154, -2.5660, 3.9666, 0.035802, 0.037385, 228.28, 2.2737, 150.22, 5.2567, 2.8753, 1.5942, 0.14473, 0.38135, 0.24268, 0.019454, 7.3185, 1.5305, 37.844, 0.087074, 0.069107,1e-26,3.5139, 0.14683, 1e-26
155, -2.5670, 3.7803, 0.035802, 0.032201, 173.82, 2.2737, 150.22, 5.2567, 2.8753, 1.5942, 0.14473, 0.38135, 0.32335, 0.017078, 7.3185, 1.5305, 37.844, 0.087074, 0.055833,1e-26,3.5139, 0.13846, 1e-26
156, -2.5672, 3.9666, 0.027217, 0.052633, 173.82, 2.2737, 150.22, 5.2567, 2.8753, 1.5942, 0.14473, 0.38135, 0.32335, 0.012485, 7.3185, 1.5305, 35.176, 0.087074, 0.069107,1e-26,3.5139, 0.14683, 1e-26
157, -2.5673, 2.4033, 0.035802, 0.052633, 173.82, 1.9881, 150.22, 5.2567, 2.8753, 1.5942, 0.148, 0.38135, 0.32335, 0.019454, 7.3185, 1.5305, 37.844, 0.087074, 0.069107,1e-26,3.5533, 0.14683, 1e-26
158, -2.5682, 3.9666, 0.035802, 0.05256, 173.82, 3.1256, 212.36, 5.2567, 2.8753, 1.5942, 0.14473, 0.42623, 0.32335, 0.019454, 7.3185, 1.5305, 37.844, 0.087074, 0.069107,1e-26,3.5139, 0.14683, 1e-26
159, -2.5685, 4.701, 0.035802, 0.031962, 173.82, 2.2737, 150.22, 5.2567, 2.8753, 1.6225, 0.14473, 0.38135, 0.32335, 0.019454, 7.3185, 1.5305, 37.844, 0.087074, 0.069107,1e-26,3.5139, 0.14683, 1e-26
160, -2.5687, 3.9666, 0.035802, 0.052633, 173.82, 2.2737, 164.24, 5.2567, 2.8753, 1.5942, 0.14473, 0.40714, 0.32335, 0.019454, 7.3185, 2.0809, 37.844, 0.087074, 0.075666,1e-26,2.1672, 0.14683, 1e-26
161, -2.5688, 3.9666, 0.035802, 0.052633, 173.82, 2.399, 150.22, 5.2567, 2.8753, 1.5942, 0.14473, 0.38135, 0.32335, 0.019454, 7.3185, 1.5305, 37.844, 0.087074, 0.069107,1e-26,3.5139, 0.14683, 1e-26
162, -2.5688, 3.4889, 0.035802, 0.052633, 173.82, 2.2737, 142.48, 5.2567, 2.8753, 1.5942, 0.14473, 0.38135, 0.32335, 0.019454, 7.3185, 1.5305, 37.844, 0.087074, 0.069107,1e-26,2.0199, 0.14683, 1e-26
163, -2.5692, 3.9666, 0.044587, 0.052633, 197.39, 2.2737, 150.22, 5.7533, 2.8753, 1.5942, 0.16714, 0.38135, 0.32335, 0.019454, 5.2983, 1.5305, 37.844, 0.084251, 0.067046,1e-26,4.611, 0.14683, 1e-26
164, -2.5696, 5.0151, 0.036428, 0.052633, 173.82, 2.4381, 150.22, 4.41, 2.427, 1.5942, 0.14473, 0.38135, 0.32733, 0.019454, 7.3185, 2.0241, 37.844, 0.087074, 0.069107,1e-26,3.5139, 0.14683, 1e-26
165, -2.5696, 3.9666, 0.035802, 0.052633, 173.82, 2.2737, 142.82, 5.2567, 2.8753, 1.5942, 0.14473, 0.39325, 0.32335, 0.019454, 7.3185, 1.5305, 37.844, 0.087074, 0.069107,1e-26,3.5139, 0.14683, 1e-26
166, -2.5698, 5.1963, 0.035802, 0.052633, 173.82, 2.2737, 209.91, 7.3328, 2.8753, 1.5942, 0.14473, 0.38135, 0.32335, 0.019454, 7.3185, 1.5305, 37.844, 0.087074, 0.069107,1e-26,3.5139, 0.14683, 1e-26
167, -2.5702, 3.9666, 0.025318, 0.052633, 173.82, 1.387, 150.22, 7.6141, 2.8753, 1.5942, 0.14473, 0.38135, 0.32335, 0.019454, 7.3185, 1.5305, 38.935, 0.087074, 0.069107,1e-26,3.5139, 0.2132, 1e-26
168, -2.5705, 3.9666, 0.019104, 0.052633, 238.14, 2.2737, 150.22, 5.2567, 2.8753, 1.409, 0.11026, 0.38135, 0.32335, 0.025155, 7.3185, 1.5305, 37.844, 0.087074, 0.069107,1e-26,3.5139, 0.14683, 1e-26
169, -2.5706, 3.9666, 0.035802, 0.052633, 173.82, 2.2737, 150.22, 5.2567, 3.7852, 2.0363, 0.14473, 0.38135, 0.32335, 0.011954, 7.3185, 1.5305, 37.844, 0.087074, 0.054003,1e-26,3.5139, 0.14683, 1e-26
170, -2.5709, 3.9666, 0.035802, 0.052633, 235.06, 2.2737, 150.22, 5.2567, 2.7745, 1.5942, 0.14473, 0.38135, 0.32335, 0.019454, 7.3185, 1.5305, 37.844, 0.087074, 0.091753,1e-26,3.5139, 0.15425, 1e-26
171, -2.5715, 3.9666, 0.035802, 0.049977, 173.82, 2.2737, 150.22, 5.2567, 2.8753, 1.5942, 0.14473, 0.38135, 0.32335, 0.019454, 7.3185, 1.5305, 37.844, 0.088563, 0.069107,1e-26,3.5139, 0.14683, 1e-26
172, -2.5715, 3.9666, 0.034461, 0.052633, 173.82, 2.2737, 150.22, 5.5108, 2.8753, 1.5942, 0.14473, 0.3954, 0.32335, 0.019454, 7.3185, 1.5305, 37.844, 0.087074, 0.092029,1e-26,3.5139, 0.13398, 1e-26
173, -2.5721, 3.9666, 0.035802, 0.067359, 173.82, 2.2737, 150.22, 5.2567, 2.8753, 1.5942, 0.12952, 0.38135, 0.32335, 0.019454, 7.3185, 1.5305, 37.844, 0.087074, 0.069107,1e-26,3.5139, 0.14683, 1e-26
174, -2.5724, 3.9666, 0.035802, 0.052633, 125.64, 2.2737, 139.92, 5.2567, 2.8753, 1.5942, 0.14473, 0.38135, 0.32335, 0.016119, 7.3185, 1.5655, 37.844, 0.087074, 0.069107,1e-26,3.5139, 0.14683, 1e-26
175, -2.5749, 3.9666, 0.035802, 0.057256, 173.82, 2.2737, 150.22, 5.2567, 2.8753, 1.5942, 0.12917, 0.38135, 0.32335, 0.019454, 9.9231, 1.5305, 37.844, 0.087074, 0.069107,1e-26,3.4047, 0.16255, 1e-26
176, -2.5762, 3.9666, 0.035802, 0.052633, 173.82, 2.2737, 150.22, 5.2567, 2.8753, 1.5942, 0.14473, 0.38135, 0.32335, 0.013967, 10.643, 1.5305, 39.73, 0.082878, 0.069107,1e-26,3.1887, 0.14683, 1e-26
177, -2.5767, 3.9666, 0.028898, 0.052633, 173.82, 2.4472, 150.22, 5.2567, 2.8753, 1.5942, 0.14473, 0.38135, 0.32335, 0.019454, 7.3185, 1.5305, 37.844, 0.087074, 0.053773,1e-26,3.5139, 0.14683, 1e-26
178, -2.5772, 3.9666, 0.035802, 0.052633, 173.82, 2.2737, 150.22, 5.2567, 2.8753, 1.5942, 0.12908, 0.38135, 0.19072, 0.019454, 7.3185, 1.0204, 37.844, 0.087074, 0.069107,1e-26,3.5139, 0.14683, 1e-26
179, -2.5788, 2.2153, 0.035802, 0.052633, 173.82, 2.2737, 137.37, 5.2567, 2.8753, 1.5942, 0.14473, 0.38458, 0.32335, 0.019454, 7.3185, 1.5305, 37.844, 0.087074, 0.069107,1e-26,3.5139, 0.18739, 1e-26
180, -2.5794, 3.9666, 0.035802, 0.052633, 173.82, 2.2737, 150.22, 5.2567, 4.0682, 2.1727, 0.14473, 0.38135, 0.32335, 0.019454, 7.3185, 1.5305, 37.844, 0.087074, 0.050909,1e-26,3.5139, 0.14683, 1e-26
181, -2.5798, 4.8672, 0.035802, 0.052633, 101.91, 2.9249, 90.326, 3.0237, 2.8753, 1.5942, 0.14473, 0.53547, 0.32335, 0.010662, 7.3185, 1.5305, 37.844, 0.087074, 0.069107,1e-26,3.5139, 0.14683, 1e-26
182, -2.5802, 3.9666, 0.048487, 0.052633, 173.82, 2.2737, 150.22, 5.2567, 2.8753, 1.5942, 0.14473, 0.38135, 0.30046, 0.019454, 7.3185, 1.5305, 37.844, 0.089266, 0.069107,1e-26,3.5139, 0.14683, 1e-26
183, -2.5805, 5.662, 0.031612, 0.052633, 160.51, 2.2737, 150.22, 4.6633, 2.3765, 1.5942, 0.14473, 0.38135, 0.32335, 0.019454, 5.5425, 1.5816, 37.844, 0.087074, 0.069107,1e-26,4.8267, 0.14683, 1e-26
184, -2.5809, 3.9666, 0.043714, 0.05191, 233.97, 2.2737, 150.22, 5.2567, 3.4716, 1.5942, 0.14473, 0.38135, 0.32335, 0.027811, 7.3185, 1.5305, 37.844, 0.087074, 0.069107,1e-26,3.5139, 0.14683, 1e-26
185, -2.5810, 3.9666, 0.035802, 0.049505, 173.82, 2.2737, 150.22, 5.2567, 3.4623, 1.5942, 0.14473, 0.38135, 0.36767, 0.019454, 7.3185, 1.1242, 37.844, 0.087074, 0.069107,1e-26,1.8205, 0.14683, 1e-26
186, -2.5814, 3.9666, 0.035802, 0.052633, 173.82, 2.2737, 150.22, 5.2567, 2.61, 1.5942, 0.14473, 0.38135, 0.32335, 0.019454, 7.3185, 1.5305, 37.398, 0.087074, 0.059899,1e-26,3.5139, 0.14683, 1e-26
187, -2.5816, 5.1482, 0.035802, 0.052633, 173.82, 2.2737, 143.02, 5.2567, 2.9895, 1.7027, 0.14473, 0.38135, 0.19611, 0.019454, 7.3185, 1.5305, 37.844, 0.087074, 0.069107,1e-26,3.5139, 0.14683, 1e-26
188, -2.5822, 3.9666, 0.035802, 0.052633, 173.82, 2.2737, 150.22, 5.2567, 3.7442, 1.7235, 0.097051, 0.38135, 0.32335, 0.019454, 7.3185, 2.2214, 37.844, 0.087074, 0.069107,1e-26,3.5139, 0.14683, 1e-26
189, -2.5831, 3.9666, 0.035802, 0.052633, 173.82, 2.2737, 150.22, 5.2567, 2.8753, 1.5942, 0.14473, 0.44957, 0.32335, 0.019454, 7.3185, 1.5305, 37.844, 0.087074, 0.10151,1e-26,3.5139, 0.14683, 1e-26
190, -2.5832, 3.9666, 0.043887, 0.052633, 140.39, 2.9249, 78.966, 5.2567, 2.8753, 1.5942, 0.14473, 0.53547, 0.34382, 0.019454, 7.3185, 1.5305, 27.164, 0.087074, 0.05,1e-26,3.5139, 0.14683, 1e-26
191, -2.5847, 3.9666, 0.032597, 0.075883, 173.82, 2.2737, 150.22, 5.2567, 2.8753, 1.5942, 0.14473, 0.46308, 0.32335, 0.019454, 7.0876, 1.5305, 37.844, 0.087074, 0.069107,1e-26,3.5139, 0.096835, 1e-26
192, -2.5850, 2.1879, 0.035802, 0.052633, 173.82, 2.2737, 150.22, 5.7566, 2.8753, 1.5942, 0.14473, 0.38135, 0.27639, 0.019454, 3.9319, 1.4173, 37.844, 0.087074, 0.05,1e-26,3.5139, 0.14683, 1e-26
193, -2.5850, 3.9666, 0.035802, 0.052633, 173.82, 2.2737, 136.76, 5.2567, 2.8753, 1.5942, 0.14473, 0.38135, 0.2058, 0.019454, 10.709, 1.5305, 37.844, 0.087074, 0.069107,1e-26,3.5139, 0.14683, 1e-26
194, -2.5853, 3.9666, 0.035802, 0.052633, 173.82, 2.4953, 150.22, 5.2567, 2.8753, 1.5942, 0.14473, 0.38135, 0.32335, 0.016794, 7.3185, 1.5305, 37.844, 0.087074, 0.069107,1e-26,3.5139, 0.14683, 1e-26
195, -2.5853, 3.9666, 0.035802, 0.048641, 225.44, 2.2387, 150.22, 5.2567, 2.633, 1.5942, 0.14473, 0.38135, 0.42941, 0.019454, 7.3185, 1.9835, 37.844, 0.087074, 0.069107,1e-26,3.5139, 0.083644, 1e-26
196, -2.5861, 3.9666, 0.035802, 0.052633, 173.82, 1.2968, 150.22, 7.8212, 2.8753, 1.5942, 0.14473, 0.38135, 0.32335, 0.016308, 6.0281, 1.5305, 37.844, 0.087074, 0.10029,1e-26,4.4211, 0.14683, 1e-26
197, -2.5863, 3.9666, 0.036355, 0.052633, 173.82, 2.5851, 150.22, 5.2567, 4.0031, 1.5942, 0.14473, 0.38135, 0.32335, 0.019454, 7.3185, 1.5305, 37.844, 0.087074, 0.069107,1e-26,3.5139, 0.14683, 1e-26
198, -2.5867, 3.9666, 0.035802, 0.052633, 173.82, 1.6349, 150.22, 7.8386, 2.8753, 1.5191, 0.14473, 0.38135, 0.32335, 0.016351, 5.7616, 1.5305, 37.844, 0.087074, 0.069107,1e-26,3.5139, 0.14683, 1e-26
199, -2.5868, 3.9666, 0.05255, 0.052633, 173.82, 2.2737, 150.22, 5.2567, 3.4555, 1.5942, 0.14473, 0.38799, 0.40407, 0.019454, 7.5734, 1.8673, 37.844, 0.087074, 0.069107,1e-26,3.5139, 0.14683, 1e-26
200, -2.5898, 3.9666, 0.035802, 0.052633, 173.82, 2.9972, 150.22, 5.2567, 3.0243, 1.1677, 0.11199, 0.38135, 0.32335, 0.019454, 7.3185, 1.5305, 37.844, 0.087074, 0.069107,1e-26,3.5139, 0.14683, 1e-26
201, -2.5901, 3.3381, 0.035802, 0.052633, 173.82, 2.2737, 150.22, 5.2567, 2.6231, 1.5942, 0.14473, 0.38135, 0.32335, 0.019454, 6.6818, 1.3009, 37.844, 0.087074, 0.05,1e-26,3.2073, 0.14683, 1e-26
202, -2.5908, 3.9666, 0.035802, 0.052633, 173.82, 2.2737, 150.22, 5.2567, 2.8753, 1.5942, 0.0889, 0.38135, 0.41937, 0.019454, 7.3185, 1.5305, 32.031, 0.087074, 0.083976,1e-26,3.5139, 0.14683, 1e-26
203, -2.5912, 3.9666, 0.035802, 0.059861, 173.82, 2.3274, 150.22, 5.7186, 2.8753, 1.5942, 0.14473, 0.38135, 0.32335, 0.019454, 7.3185, 2.2032, 37.844, 0.087074, 0.05,1e-26,3.1416, 0.19706, 1e-26
204, -2.5921, 3.9666, 0.035802, 0.03048, 173.82, 2.234, 150.22, 5.2567, 2.8753, 1.5942, 0.19636, 0.38135, 0.32335, 0.013546, 7.3185, 1.5305, 37.844, 0.087074, 0.069107,1e-26,3.5139, 0.14683, 1e-26
205, -2.5925, 3.9666, 0.035802, 0.052633, 173.82, 1.5854, 150.22, 7.3689, 4.2123, 1.5942, 0.14473, 0.38135, 0.32335, 0.019454, 7.3185, 1.5305, 41.897, 0.087074, 0.069107,1e-26,4.8936, 0.14683, 1e-26
