Rank, Fitness, kfsr, krsr_nostim, krsr_stim, kfmm, krmm, kfc_nostim, kfc_stim, S0, R0, D1, D1_over_D2
12946, -254.1554, 5.2862, 208.05, 0.45379, 0.010798, 1.3772, 0.048855, 0.018255, 5.2666, 500, 0.05, 5
12947, -254.1753, 7.5226, 197.96, 0.32639, 0.016873, 0.2272, 0.031931, 0.012931, 10, 186.59, 0.054309, 1.5
12948, -254.1968, 2.5222, 17.706, 0.40794, 0.001, 0.01, 0.081781, 0.011499, 10, 492.84, 0.086679, 1.5
12949, -254.2150, 10, 722.86, 0.21128, 0.014558, 0.18716, 0.040301, 0.010136, 6.6534, 500, 0.1608, 3.2689
12950, -254.2367, 10, 52.247, 10.643, 0.12012, 31.203, 0.23351, 0.10303, 4.6213, 258.64, 0.074243, 5
12951, -254.2795, 10, 226.7, 0.1, 0.018408, 0.82186, 0.053019, 0.0041115, 7.2499, 500, 0.079255, 2.95
12952, -254.3071, 10, 388.21, 0.83347, 0.0098995, 0.64595, 0.04503, 0.012411, 5.5709, 493.38, 0.11713, 1.8145
12953, -254.3146, 4.6838, 224.24, 0.83899, 0.053495, 2.5215, 0.083356, 0.013377, 4.3217, 500, 0.06987, 2.3748
12954, -254.3274, 10, 292.63, 0.34854, 0.056191, 2.119, 0.076914, 0.023869, 5.5588, 448.4, 0.13572, 1.8556
12955, -254.3322, 6.7936, 7.8347, 0.59422, 0.046726, 2.8873, 0.067559, 0.017054, 5.2392, 500, 0.05, 5
12956, -254.3334, 10, 72.867, 0.22799, 0.043129, 0.73343, 0.048536, 0.0090433, 5.5627, 242.47, 0.10627, 4.6943
12957, -254.4036, 9.4407, 755.07, 0.49778, 0.018961, 0.03036, 0.027534, 0.0043258, 10, 500, 0.05, 5
12958, -254.4317, 4.4019, 224.24, 0.14074, 0.049035, 0.10966, 0.07805, 0.01598, 9.291, 500, 0.05, 3.7563
12959, -254.4381, 8.6657, 161.75, 0.24472, 0.01742, 0.067265, 0.053334, 0.012967, 9.3032, 500, 0.05, 5
12960, -254.4975, 10, 235.77, 0.20302, 0.0084235, 0.51534, 0.014629, 0.0051909, 10, 500, 0.05, 5
12961, -254.5203, 10, 33.601, 0.97116, 0.030961, 0.32226, 0.04315, 0.013084, 10, 500, 0.05, 5
12962, -254.5411, 9.8388, 82.768, 0.58414, 0.041407, 3.2509, 0.044185, 0.021068, 8.6771, 500, 0.10609, 1.7453
12963, -254.5460, 8.6962, 373.14, 1.001, 0.04413, 0.99295, 0.050882, 0.0049777, 10, 500, 0.15484, 5
12964, -254.6062, 1.5888, 75.115, 0.83465, 0.035042, 0.067892, 0.063776, 0.0056781, 7.0177, 500, 0.10972, 1.5
12965, -254.6483, 3.6773, 76.134, 0.29669, 0.0023783, 3.5851, 0.080546, 0.014923, 5.714, 500, 0.11387, 5
12966, -254.6500, 10, 261.08, 0.17064, 0.034108, 3.0801, 0.025101, 0.0068883, 5.8089, 500, 0.05, 5
12967, -254.6534, 9.1546, 140.52, 0.1, 0.0055475, 0.12247, 0.039957, 0.012291, 10, 189.74, 0.05, 5
12968, -254.6649, 10, 87.592, 0.86674, 0.042527, 1.385, 0.080343, 0.021356, 8.1368, 500, 0.052972, 5
12969, -254.6982, 10, 173.78, 0.36437, 0.019158, 0.14223, 0.034226, 0.016588, 10, 500, 0.16805, 5
12970, -254.7311, 7.3747, 44.794, 0.54605, 0.018324, 0.059313, 0.069521, 0.0073562, 4.0917, 377.84, 0.099919, 5
12971, -254.7715, 10, 397.72, 0.1, 0.014301, 0.030545, 0.0062573, 0.0055754, 10, 500, 0.097922, 5
12972, -254.7745, 10, 427.3, 0.10228, 0.011792, 0.062335, 0.025539, 0.022623, 10, 500, 0.16571, 2.6364
12973, -254.7783, 4.1112, 46.239, 46.357, 0.026526, 1.2833, 0.22944, 0.032582, 9.8086, 296.66, 0.065002, 5
12974, -254.8168, 4.4642, 145.38, 0.52023, 0.029383, 3.2364, 0.031267, 0.014131, 5.823, 475.94, 0.05, 4.8095
12975, -254.8668, 10, 648.87, 0.34056, 0.01433, 0.21105, 0.076424, 0.0078336, 4.7955, 500, 0.073293, 4.0123
12976, -254.9020, 10, 583.93, 0.1, 0.021403, 0.010657, 0.054548, 0.021444, 7.1637, 500, 0.05, 1.8055
12977, -254.9218, 10, 292.98, 0.7578, 0.017032, 1.5864, 0.060552, 0.011778, 5.9932, 500, 0.15064, 5
12978, -254.9227, 8.0369, 240.92, 34.953, 0.31983, 0.13515, 0.1369, 0.078045, 9.6477, 124.28, 0.092712, 5
12979, -254.9483, 10, 67.01, 0.1, 0.066874, 1.7292, 0.043942, 0.010463, 4.8671, 500, 0.15748, 5
12980, -254.9904, 10, 5.3952, 0.37492, 0.019233, 0.35279, 0.011404, 0.017128, 3.5189, 500, 0.15604, 3.7517
12981, -255.0037, 10, 47.237, 0.11899, 0.077166, 0.086326, 0.034423, 0.01144, 7.9603, 500, 0.053262, 5
12982, -255.0273, 4.0692, 379.87, 0.61119, 0.029813, 1.5389, 0.073664, 0.019459, 8.3358, 355.55, 0.05, 5
12983, -255.0487, 10, 574.13, 0.58675, 0.017059, 0.01217, 0.006875, 0.0088215, 5.6477, 500, 0.12929, 2.7476
12984, -255.0853, 10, 427.3, 0.26438, 0.012387, 0.33939, 0.029038, 0.0082393, 10, 313.6, 0.05, 5
12985, -255.1167, 10, 807.16, 0.1, 0.014759, 0.45822, 0.053398, 0.004203, 10, 500, 0.091619, 5
12986, -255.1352, 8.6971, 95.284, 0.6147, 0.084231, 8.0207, 0.04166, 0.020838, 10, 293.58, 0.14239, 5
12987, -255.1376, 10, 67.863, 0.99665, 0.035029, 1.899, 0.046843, 0.022679, 7.7104, 500, 0.12902, 5
12988, -255.1494, 9.125, 21.648, 0.53758, 0.043815, 1.2142, 0.086136, 0.017983, 10, 500, 0.085005, 5
12989, -255.1543, 4.8601, 163.95, 0.20976, 0.076765, 0.17397, 0.058469, 0.019833, 8.3118, 447.46, 0.05, 5
12990, -255.1676, 10, 36.246, 0.47563, 0.011343, 0.40492, 0.061909, 0.011343, 10, 266.8, 0.05, 4.9328
12991, -255.1824, 7.7386, 95.745, 8.9788, 0.19291, 0.43114, 0.19113, 0.074692, 5.3431, 184.78, 0.086521, 1.8285
12992, -255.2192, 10, 162.21, 0.33664, 0.0061409, 2.4637, 0.07792, 0.018924, 2.2051, 417.5, 0.07232, 3.4058
12993, -255.2483, 10, 44.707, 0.40853, 0.0098687, 0.24462, 0.035254, 0.010915, 10, 219.76, 0.05, 2.1883
12994, -255.2824, 10, 125.02, 0.1, 0.032281, 2.407, 0.022452, 0.009915, 7.935, 363.92, 0.13508, 5
12995, -255.3043, 9.5992, 680.19, 0.30157, 0.021562, 0.03709, 0.0085553, 0.024359, 8.6116, 500, 0.13155, 4.5432
12996, -255.3514, 4.4475, 337.5, 0.79434, 0.012964, 2.9827, 0.05614, 0.013549, 9.8812, 287.77, 0.077153, 4.8554
12997, -255.3579, 8.1551, 508.26, 0.1, 0.0096471, 0.27353, 0.05784, 0.0049629, 7.9999, 498.08, 0.12695, 2.7584
12998, -255.3672, 1.8782, 217.58, 0.95272, 0.058195, 1.1046, 0.066735, 0.014391, 8.6295, 500, 0.07034, 1.5
12999, -255.3731, 5.5341, 302, 0.57559, 0.0051901, 3.5799, 0.059583, 0.021526, 6.9864, 500, 0.05, 5
13000, -255.4607, 7.7511, 94.965, 0.44342, 0.0087618, 0.323, 0.04315, 0.0076164, 10, 500, 0.14441, 5
13001, -255.4914, 10, 672.85, 0.42138, 0.022169, 0.019355, 0.062179, 0.010735, 10, 500, 0.05, 5
13002, -255.4979, 10, 125.44, 0.30573, 0.0099369, 0.39956, 0.041115, 0.021636, 1.7412, 500, 0.10657, 3.5614
13003, -255.4996, 3.8449, 297.9, 0.1, 0.0092497, 0.50038, 0.042492, 0.0057311, 10, 500, 0.05, 5
13004, -255.5140, 9.3613, 21.717, 0.1, 0.0097859, 0.27353, 0.068858, 0.02238, 2.7989, 500, 0.05, 3.5614
13005, -255.5366, 5.3911, 260.89, 0.1, 0.017124, 1.4458, 0.02733, 0.0065481, 9.8836, 500, 0.12428, 5
13006, -255.5637, 10, 283.07, 0.42711, 0.015451, 0.24519, 0.054904, 0.015241, 10, 500, 0.16932, 5
13007, -255.5719, 10, 39.462, 0.20414, 0.022153, 0.01, 0.034925, 0.0097349, 2.4063, 500, 0.05, 5
13008, -255.5919, 6.2039, 104.45, 0.3018, 0.0049476, 0.38173, 0.063433, 0.017779, 2.836, 500, 0.11952, 1.5
13009, -255.6338, 10, 2.1386, 1.0086, 0.038252, 0.29855, 0.035423, 0.023371, 8.7799, 100, 0.08477, 1.5
13010, -255.6479, 10, 286.49, 0.53758, 0.015245, 1.0758, 0.030795, 0.0062705, 5.7769, 500, 0.12328, 5
13011, -255.6668, 10, 89.759, 0.78449, 0.030753, 1.798, 0.01324, 0.022017, 6.9457, 500, 0.10849, 1.5
13012, -255.6775, 5.8111, 408.81, 0.1, 0.0082868, 0.41809, 0.027166, 0.0094571, 10, 500, 0.05, 4.8701
13013, -255.6783, 9.1546, 42.541, 0.1858, 0.020971, 0.31207, 0.045057, 0.01649, 9.6183, 500, 0.05, 5
13014, -255.7087, 10, 37.66, 0.42407, 0.0092801, 0.061077, 0.054377, 0.022968, 7.7375, 444.21, 0.053761, 1.5
13015, -255.7165, 10, 232, 0.53758, 0.0016355, 0.34943, 0.085038, 0.0052677, 8.7453, 500, 0.08477, 5
13016, -255.7192, 10, 183.25, 0.93468, 0.011368, 1.798, 0.080426, 0.019574, 7.7991, 320.67, 0.13897, 5
13017, -255.7231, 10, 32.061, 0.57368, 0.018555, 0.051456, 0.062612, 0.011925, 6.9972, 500, 0.13025, 4.5037
13018, -255.7244, 8.3669, 381.59, 0.21032, 0.019569, 0.56076, 0.051911, 0.022938, 4.5407, 500, 0.073987, 3.5079
13019, -255.7248, 10, 112.24, 1.0561, 0.0033454, 0.066986, 0.06046, 0.012411, 3.4345, 198.51, 0.12259, 5
13020, -255.7447, 10, 127.64, 0.69358, 0.019913, 3.2767, 0.018333, 0.0067044, 6.5025, 500, 0.1061, 5
13021, -255.7447, 8.7865, 699.75, 0.1, 0.0073995, 0.26193, 0.064543, 0.020973, 9.3627, 444.21, 0.11938, 1.5
13022, -255.7670, 10, 428.35, 0.26908, 0.047981, 2.7081, 0.025387, 0.0051186, 8.824, 500, 0.05, 3.4526
13023, -255.7931, 10, 178.3, 0.53758, 0.056567, 1.8309, 0.04315, 0.0083577, 6.1718, 277.52, 0.05, 2.8835
13024, -255.8088, 10, 56.264, 0.20814, 0.0021799, 0.33711, 0.059351, 0.013823, 10, 500, 0.10906, 3.5614
13025, -255.8487, 10, 224.24, 1.0145, 0.039298, 1.798, 0.083011, 0.01337, 9.3342, 500, 0.1243, 2.0883
13026, -255.8510, 10, 629.67, 0.30157, 0.017865, 0.36862, 0.036295, 0.0064267, 6.4145, 500, 0.086679, 3.3778
13027, -255.8558, 9.0857, 120.51, 0.52626, 0.064606, 3.3017, 0.034423, 0.017619, 6.0352, 198.46, 0.097347, 5
13028, -255.8578, 10, 224.24, 0.57691, 0.015306, 2.4598, 0.037431, 0.004676, 10, 493.38, 0.05, 5
13029, -255.8621, 10, 198.36, 42.437, 0.2571, 0.34533, 0.12047, 0.040635, 3.077, 261.67, 0.05, 5
13030, -255.8862, 9.4297, 182.54, 0.1, 0.01733, 0.21796, 0.020551, 0.012608, 3.9133, 368.46, 0.05, 5
13031, -255.8939, 10, 233.32, 0.5706, 0.083598, 2.2355, 0.023458, 0.0085953, 8.5744, 299.29, 0.05, 2.5653
13032, -255.9085, 5.284, 276.34, 0.16392, 0.02821, 3.32, 0.058694, 0.012411, 5.823, 500, 0.076778, 5
13033, -255.9430, 8.5512, 282.95, 0.1, 0.0060638, 0.32882, 0.035488, 0.003916, 10, 500, 0.088649, 3.3731
13034, -256.0246, 8.5496, 226.5, 0.60458, 0.0050771, 3.5796, 0.064444, 0.011044, 10, 249.53, 0.078082, 5
13035, -256.0409, 1.8179, 41.717, 0.4437, 0.030753, 0.69641, 0.016629, 0.0044983, 5.7834, 500, 0.093741, 5
13036, -256.0471, 7.0217, 114.74, 0.15615, 0.021689, 0.54102, 0.019608, 0.0084286, 10, 275.36, 0.070249, 3.3373
13037, -256.0473, 10, 185.68, 0.1, 0.038174, 0.89741, 0.085633, 0.011452, 4.736, 221.4, 0.15564, 4.4606
13038, -256.0726, 10, 57.269, 0.76081, 0.19808, 3.503, 0.049015, 0.024817, 10, 500, 0.067404, 5
13039, -256.1168, 10, 218.58, 0.58621, 0.0079193, 2.5019, 0.0818, 0.0064545, 5.5392, 425.86, 0.08477, 5
13040, -256.1301, 10, 157.1, 1.0724, 0.040265, 0.31398, 0.035345, 0.0049277, 4.1112, 500, 0.15821, 3.5235
13041, -256.1477, 10, 6.1456, 1.0039, 0.018524, 2.1463, 0.069241, 0.020832, 6.2037, 500, 0.053286, 5
13042, -256.1963, 8.4365, 83.412, 0.3889, 0.057998, 1.9738, 0.058424, 0.0058622, 9.3125, 493.38, 0.05, 1.5
13043, -256.2261, 10, 134.4, 0.87088, 0.047644, 2.8171, 0.079261, 0.0053993, 6.5619, 500, 0.05, 3.5557
13044, -256.2413, 10, 224.24, 0.90725, 0.056125, 0.42516, 0.056001, 0.0082961, 3.3164, 500, 0.15964, 2.0182
13045, -256.2426, 5.6963, 17.595, 0.1, 0.03847, 1.6233, 0.027304, 0.020964, 9.2636, 500, 0.10953, 1.8875
13046, -256.2511, 10, 852.23, 0.38236, 0.021231, 0.028341, 0.0081906, 0.023364, 10, 500, 0.077144, 3.5614
13047, -256.2893, 5.662, 282.95, 0.12304, 0.0025792, 0.29898, 0.066169, 0.016304, 7.7572, 500, 0.12597, 2.2158
13048, -256.3621, 10, 311.14, 0.20204, 0.030381, 2.442, 0.085941, 0.0085861, 3.4313, 500, 0.05, 5
13049, -256.3679, 6.4785, 548.03, 0.34961, 0.0080973, 0.39896, 0.041115, 0.023643, 10, 444.21, 0.05, 3.5664
13050, -256.3793, 8.8288, 219.43, 0.56952, 0.014614, 0.32199, 0.062626, 0.019546, 2.2975, 500, 0.086679, 1.9903
13051, -256.3798, 10, 68.557, 0.88582, 0.011069, 2.9486, 0.0786, 0.02111, 3.2945, 222.97, 0.13026, 5
13052, -256.3812, 6.2629, 211.14, 0.1, 0.25581, 4.5082, 0.0084029, 0.012282, 10, 500, 0.10472, 5
13053, -256.4219, 8.9973, 48.281, 0.18383, 0.014979, 0.078759, 0.066407, 0.015288, 8.2814, 500, 0.057836, 2.0843
13054, -256.4235, 10, 0.10047, 0.44975, 0.0049154, 2.161, 0.038135, 0.02165, 8.3116, 493.38, 0.084644, 1.5
13055, -256.4349, 9.1812, 201.34, 0.15676, 0.030753, 2.3171, 0.017764, 0.017338, 5.823, 500, 0.1028, 5
13056, -256.4390, 10, 17.238, 0.1, 0.021171, 0.041952, 0.020519, 0.0045552, 0.9749, 500, 0.065335, 5
13057, -256.4527, 10, 282.95, 0.1, 0.0065655, 0.11504, 0.026605, 0.017815, 7.5553, 286.6, 0.12642, 1.5
13058, -256.5088, 10, 68.38, 0.44732, 0.020757, 0.43667, 0.0058061, 0.01477, 10, 436.25, 0.1002, 5
13059, -256.5295, 10, 122.22, 0.42172, 0.054718, 0.024549, 0.059041, 0.012411, 3.0391, 500, 0.06811, 5
13060, -256.5352, 5.325, 123.28, 0.12421, 0.093757, 1.0354, 0.063772, 0.017558, 3.3324, 216.31, 0.062122, 3.9504
13061, -256.5436, 10, 208.47, 1.075, 0.0036101, 0.93983, 0.060355, 0.01471, 7.2789, 500, 0.13063, 5
13062, -256.5442, 10, 224.24, 1.0728, 0.001, 0.02304, 0.0088492, 0.024403, 8.9747, 493.38, 0.078955, 4.2076
13063, -256.5451, 9.9077, 185.97, 0.46814, 0.098915, 1.798, 0.039236, 0.01144, 1.9008, 500, 0.089359, 3.9005
13064, -256.5720, 3.5734, 211.18, 0.26547, 0.031441, 1.8304, 0.050039, 0.012411, 6.6233, 500, 0.12577, 5
13065, -256.5726, 10, 104.61, 0.5368, 0.049238, 0.035672, 0.035618, 0.0098558, 7.8687, 500, 0.051102, 5
13066, -256.6405, 10, 344.68, 0.78655, 0.04831, 2.7246, 0.079261, 0.022243, 6.6093, 500, 0.1539, 5
13067, -256.6855, 10, 753.53, 0.26993, 0.020788, 0.22808, 0.066305, 0.021482, 5.4699, 500, 0.086679, 1.5
13068, -256.7105, 10, 224.24, 0.2985, 0.014855, 1.4985, 0.011711, 0.0085574, 10, 500, 0.08477, 2.6214
13069, -256.7324, 10, 304.83, 0.44945, 0.0049872, 0.58266, 0.068711, 0.018368, 8.6559, 151.85, 0.11492, 5
13070, -256.7401, 10, 57.877, 0.49258, 0.040676, 0.20726, 0.057688, 0.015887, 10, 166.58, 0.05, 5
13071, -256.7438, 10, 412.87, 0.29281, 0.056918, 2.839, 0.031035, 0.012411, 7.8404, 500, 0.15285, 3.7497
13072, -256.7465, 10, 120.42, 0.33466, 0.021959, 0.18798, 0.049246, 0.0064949, 10, 500, 0.05, 3.5614
13073, -256.7624, 10, 436.03, 0.60311, 0.0043956, 0.30887, 0.077251, 0.012583, 10, 500, 0.15348, 5
13074, -256.7653, 0.95816, 27.036, 0.11447, 0.20121, 5.7825, 0.013973, 0.013033, 9.4716, 356.68, 0.091317, 5
13075, -256.7766, 2.0317, 116.66, 0.1, 0.099573, 1.3323, 0.04142, 0.0088325, 5.7984, 500, 0.12724, 1.5
13076, -256.7862, 6.2374, 35.028, 0.26695, 0.081762, 1.3795, 0.050446, 0.0087435, 7.3589, 275.69, 0.064943, 1.5484
13077, -256.8060, 6.4606, 172.24, 0.65958, 0.04257, 1.9272, 0.034765, 0.018197, 6.9777, 500, 0.16473, 5
13078, -256.8073, 10, 12.74, 28.549, 0.021079, 0.76502, 0.13991, 0.060358, 5.1516, 100, 0.05, 5
13079, -256.8421, 3.5882, 345.54, 0.43942, 0.018873, 0.094951, 0.072528, 0.0060504, 10, 346.58, 0.05, 4.0283
13080, -256.9021, 8.0516, 17.84, 0.1, 0.0073443, 0.20625, 0.0051595, 0.019436, 6.6269, 500, 0.087965, 5
13081, -256.9135, 10, 74.79, 0.28976, 0.029318, 1.7389, 0.04315, 0.0048634, 2.6578, 500, 0.12293, 5
13082, -256.9161, 10, 240.43, 0.3782, 0.17922, 7.2558, 0.034423, 0.0043071, 10, 500, 0.05, 5
13083, -256.9411, 7.6519, 190.24, 0.10417, 0.017519, 0.43375, 0.032455, 0.020552, 10, 500, 0.12, 1.5
13084, -256.9413, 10, 363.39, 0.53659, 0.050738, 3.5107, 0.017333, 0.006046, 10, 500, 0.05, 5
13085, -256.9627, 4.3075, 385.49, 0.31199, 0.018136, 2.4936, 0.082183, 0.02331, 9.974, 500, 0.05, 5
13086, -256.9942, 10, 127, 0.48628, 0.17167, 3.3387, 0.063128, 0.018146, 9.6357, 500, 0.12895, 3.2351
13087, -256.9944, 10, 108.4, 0.36946, 0.019455, 0.53731, 0.024812, 0.022105, 4.4555, 500, 0.16835, 5
13088, -257.0392, 6.2229, 9.4199, 0.24318, 0.022769, 0.48968, 0.061517, 0.018429, 8.6986, 500, 0.069058, 5
13089, -257.0401, 10, 757.38, 0.30157, 0.01768, 0.14261, 0.066632, 0.018614, 10, 444.21, 0.13554, 1.5
13090, -257.0539, 9.195, 324.06, 0.86372, 0.1932, 0.072369, 0.21394, 0.072231, 5.4288, 160.43, 0.11174, 1.5
13091, -257.0722, 10, 333.43, 0.72284, 0.056124, 0.42344, 0.059389, 0.0058424, 3.9769, 339.2, 0.080869, 5
13092, -257.0736, 9.7278, 43.934, 0.244, 0.014747, 0.33085, 0.010343, 0.008324, 1.6732, 500, 0.067193, 5
13093, -257.1156, 10, 580.03, 0.1, 0.11471, 5.2497, 0.046178, 0.021498, 7.3866, 500, 0.13248, 2.8828
13094, -257.1422, 10, 410.03, 0.11508, 0.0027179, 1.798, 0.079137, 0.017725, 6.4737, 500, 0.10366, 1.5
13095, -257.1528, 8.0946, 806.39, 0.30157, 0.0091028, 0.10935, 0.056644, 0.0050608, 9.5253, 467.85, 0.05, 5
13096, -257.2272, 4.4271, 226.6, 0.16374, 0.019348, 0.021399, 0.035281, 0.0053414, 10, 500, 0.053351, 5
13097, -257.2367, 3.9958, 59.271, 0.1, 0.013736, 0.38961, 0.059863, 0.0063598, 10, 428.49, 0.05, 5
13098, -257.2900, 8.4749, 710.4, 0.55014, 0.011322, 0.27353, 0.039036, 0.0088993, 10, 500, 0.1724, 4.9921
13099, -257.3322, 10, 136.81, 10.061, 0.76941, 21.67, 0.37521, 0.037618, 3.6368, 100, 0.16083, 5
13100, -257.3409, 7.4037, 38.637, 0.12356, 0.010142, 2.2037, 0.048567, 0.014223, 7.533, 500, 0.11616, 5
13101, -257.3553, 5.3651, 274.15, 0.19623, 0.026575, 1.9452, 0.029334, 0.0071643, 8.2725, 500, 0.05, 2.3999
13102, -257.3769, 10, 440.35, 0.28412, 0.012186, 1.7022, 0.066771, 0.014974, 9.9684, 500, 0.14099, 4.7658
13103, -257.3776, 8.0066, 12.257, 0.41328, 0.021128, 0.71501, 0.059846, 0.015609, 10, 500, 0.10702, 3.0687
13104, -257.3860, 10, 137.44, 0.54398, 0.24884, 5.1966, 0.052165, 0.0055911, 10, 500, 0.05, 2.7384
13105, -257.4228, 10, 726.87, 0.1, 0.011792, 0.44341, 0.07313, 0.024085, 6.9968, 468.97, 0.086679, 1.5
13106, -257.4236, 10, 153.9, 0.35001, 0.0048743, 0.25778, 0.013022, 0.023755, 10, 500, 0.14184, 5
13107, -257.4549, 9.1546, 163.44, 0.2418, 0.004398, 0.090205, 0.0090302, 0.0086066, 6.8899, 500, 0.13548, 5
13108, -257.4737, 10, 243.59, 0.85364, 0.024621, 2.9081, 0.022685, 0.014467, 6.1066, 500, 0.11425, 5
13109, -257.5005, 10, 66.176, 0.92292, 0.03524, 2.5336, 0.04315, 0.010576, 8.2567, 243.92, 0.05, 5
13110, -257.5010, 5.6203, 34.444, 0.27515, 0.054727, 1.592, 0.046603, 0.023815, 9.8535, 500, 0.05, 5
13111, -257.5152, 10, 36.41, 0.4823, 0.033836, 0.72794, 0.049968, 0.010606, 6.3404, 330.77, 0.10485, 1.5
13112, -257.5282, 10, 209.96, 0.19126, 0.0082661, 0.32711, 0.068527, 0.005186, 10, 500, 0.11272, 3.6946
13113, -257.5452, 10, 32.961, 0.53758, 0.056256, 0.45979, 0.054759, 0.02389, 5.7204, 355.9, 0.13924, 2.9305
13114, -257.5515, 10, 178.43, 0.61691, 0.056361, 1.7006, 0.06051, 0.0071715, 7.2548, 500, 0.15237, 4.5999
13115, -257.5551, 10, 261.64, 0.12407, 0.023409, 0.41467, 0.053968, 0.0046422, 7.9791, 500, 0.05, 5
13116, -257.5724, 10, 5.1727, 0.30579, 0.031138, 1.046, 0.058174, 0.021902, 10, 500, 0.078175, 4.5949
13117, -257.5956, 10, 224.24, 0.69443, 0.049886, 0.87577, 0.045454, 0.0038112, 3.3384, 500, 0.08477, 3.834
13118, -257.6176, 6.4765, 44.523, 0.76847, 0.03286, 1.8856, 0.032344, 0.0099588, 3.5306, 500, 0.13933, 2.4474
13119, -257.6275, 2.473, 0.2447, 0.32522, 0.02545, 2.7655, 0.079769, 0.016766, 7.7208, 500, 0.053004, 1.5
13120, -257.6769, 4.0653, 198.03, 0.1463, 0.055116, 1.4415, 0.061176, 0.020043, 5.823, 500, 0.16892, 5
13121, -257.6928, 10, 61.243, 0.7196, 0.042982, 0.38611, 0.069404, 0.019438, 9.3329, 358.18, 0.05, 5
13122, -257.7175, 10, 54.255, 0.53758, 0.030753, 0.58196, 0.054106, 0.0038871, 1.1671, 500, 0.08477, 5
13123, -257.7369, 8.0744, 427.3, 0.50598, 0.015987, 0.033283, 0.022472, 0.022064, 10, 189.35, 0.065772, 5
13124, -257.7548, 10, 594.29, 0.23457, 0.014202, 0.43084, 0.027705, 0.0057764, 10, 420.6, 0.11451, 5
13125, -257.7618, 10, 71.349, 0.65546, 0.047916, 2.2981, 0.082799, 0.0076987, 10, 500, 0.05, 4.0893
13126, -257.7746, 10, 177.11, 0.43558, 0.021149, 0.34239, 0.033846, 0.0046553, 10, 444.21, 0.11142, 5
13127, -257.8192, 10, 90.613, 0.15291, 0.020911, 0.51792, 0.050071, 0.0062474, 10, 500, 0.05, 5
13128, -257.8267, 10, 128.99, 0.30771, 0.011792, 0.31655, 0.064029, 0.022645, 9.3627, 444.21, 0.14191, 5
13129, -257.8475, 9.2628, 125.16, 0.11708, 0.043427, 3.4739, 0.026083, 0.0095276, 9.7353, 500, 0.14579, 4.8406
13130, -257.8686, 9.0418, 19.138, 0.24586, 0.048277, 0.19231, 0.034809, 0.0067398, 7.0778, 493.38, 0.05, 3.3354
13131, -257.9146, 10, 385.21, 0.41666, 0.020309, 0.39742, 0.016219, 0.0053523, 10, 500, 0.13561, 2.5223
13132, -257.9165, 10, 42.593, 0.85741, 0.0063518, 0.57319, 0.03775, 0.016092, 0.81136, 500, 0.10549, 5
13133, -257.9391, 10, 8.6799, 0.77397, 0.058292, 0.54554, 0.044599, 0.0069408, 10, 500, 0.05, 2.0411
13134, -257.9544, 10, 13.17, 1.0395, 0.037996, 1.798, 0.08146, 0.024054, 10, 432.15, 0.092995, 5
13135, -257.9577, 5.114, 207.06, 0.93667, 0.041173, 1.6833, 0.06641, 0.022988, 4.0296, 500, 0.10468, 2.8634
13136, -257.9602, 10, 78.918, 0.20372, 0.028621, 0.4802, 0.086158, 0.010692, 8.5186, 477.19, 0.05, 5
13137, -257.9970, 3.7552, 42.652, 0.34028, 0.013941, 0.27353, 0.056888, 0.021442, 10, 101.86, 0.086679, 5
13138, -258.0360, 9.7557, 82.236, 0.76604, 0.049709, 0.78227, 0.082947, 0.0068872, 5.823, 493.38, 0.05, 2.5022
13139, -258.0539, 6.1826, 539.81, 0.24878, 0.0027599, 0.11491, 0.055506, 0.013894, 10, 272.1, 0.05, 5
13140, -258.0571, 10, 521.56, 0.10872, 0.011792, 0.40117, 0.079384, 0.011186, 7.2401, 270.03, 0.15556, 3.5614
13141, -258.0638, 10, 70.269, 0.98113, 0.042643, 1.6847, 0.0072428, 0.0055379, 9.4469, 500, 0.097444, 5
13142, -258.1162, 10, 186.38, 1.0671, 0.001, 1.1734, 0.04315, 0.01186, 7.2384, 500, 0.11289, 3.6747
13143, -258.1389, 7.3353, 135.09, 0.20142, 0.011792, 0.01, 0.015005, 0.0042295, 9.1394, 500, 0.07115, 5
13144, -258.1485, 10, 35.211, 0.1, 0.020105, 0.1151, 0.05167, 0.012563, 5.9779, 465.93, 0.05, 4.6314
13145, -258.1489, 10, 345.48, 0.38589, 0.011835, 0.33984, 0.013945, 0.021096, 10, 412.68, 0.058968, 5
13146, -258.2530, 10, 664.44, 0.40951, 0.017744, 0.01, 0.055548, 0.005901, 10, 435.02, 0.05, 1.5
13147, -258.3189, 9.6643, 74.402, 15.971, 0.21999, 26.706, 1.4323, 0.039843, 2.0777, 239.36, 0.05, 2.4387
13148, -258.3295, 10, 160.97, 0.58043, 0.03067, 0.060992, 0.078863, 0.013088, 8.3887, 500, 0.05, 1.7058
13149, -258.3418, 10, 17.125, 0.23654, 0.056732, 0.30754, 0.036452, 0.014003, 7.7409, 500, 0.05, 5
13150, -258.3434, 10, 719.24, 0.1, 0.021583, 0.47198, 0.074831, 0.0052842, 7.2302, 500, 0.05, 3.9338
13151, -258.3913, 10, 45.284, 0.5088, 0.008142, 0.48427, 0.041115, 0.018982, 3.4965, 500, 0.13849, 3.6046
13152, -258.4143, 10, 329.85, 0.20989, 0.0048085, 0.27353, 0.056407, 0.0080459, 3.9995, 500, 0.12388, 5
